mosaic_id;ra_dates;dec_dates;date;flux_dates
P272+43;272.571;42.764;2019-01-25 05:37:35;1.141
P272+65;272.874;65.349;2020-01-29 01:08:38;0.973
P273+30;273.037;30.218;2018-11-01 09:10:58;1.093
P273+45;273.25;45.279;2019-01-20 15:11:16;1.308
P274+33;274.672;32.74;2019-11-25 19:01:07;1.004
P274+35;274.196;35.246;2020-01-26 21:35:56;0.964
P275+25;275.71;25.218;2019-01-26 01:17:43;1.031
P275+38;275.411;37.765;2019-12-11 11:51:58;1.067
P275+40;275.83;40.278;2020-01-29 03:14:38;1.565
P275+63;275.672;62.861;2018-09-30 00:56:14;1.109
P276+30;276.035;30.24;2019-01-19 20:03:38;1.022
P276+43;276.098;42.789;2019-01-20 02:38:14;1.276
P276+45;276.93;45.305;2019-12-03 21:38:06;1.06
P277+28;277.557;27.741;2020-11-18 22:43:39;0.792
P277+33;277.749;32.762;2019-02-21 20:28:07;0.919
P277+35;277.366;35.269;2019-01-18 03:17:12;1.019
P278+38;278.686;37.789;2019-02-26 08:44:20;1.398
P279+30;279.03;30.262;2020-02-10 23:10:59;1.283
P279+40;279.224;40.302;2019-01-16 14:24:47;1.3
P279+43;279.626;42.815;2019-01-16 08:11:33;1.247
P279+48;279.148;47.831;2019-01-17 19:00:37;0.929
P279+65;279.09;65.394;2019-06-03 11:45:44;0.897
P27Hetdex09;189.528;47.493;2018-08-01 22:38:53;0.989
P280+33;280.828;32.784;2018-11-04 19:19:04;1.159
P280+45;280.612;45.332;2019-09-17 17:49:29;1.442
P280+60;280.27;60.385;2019-02-23 11:46:29;1.023
P281+38;281.962;37.813;2019-02-17 15:57:07;1.536
P283+33;283.908;32.807;2019-12-05 03:16:17;1.2
P283+43;283.157;42.841;2019-01-16 13:54:27;1.604
P285+65;285.32;65.44;2018-09-27 14:22:40;0.926
P287+63;287.045;62.944;2021-04-03 06:40:03;1.111
P290+48;290.728;47.917;2019-09-15 11:00:07;2.228
P293+20;293.127;20.326;2020-05-23 10:32:42;1.177
P294+71;294.141;70.522;2019-02-21 17:22:07;1.074
P295+50;295.908;50.466;2019-12-04 00:10:17;1.13
P29Hetdex19;189.528;52.122;2018-07-30 12:43:37;0.996
P2Hetdex01;161.952;49.748;2018-07-26 16:35:30;1.085
P300+68;300.835;68.067;2019-11-20 20:30:35;0.908
P305+58;305.231;58.068;2019-09-09 07:51:10;0.948
P309+30;309.036;30.492;2018-09-29 12:01:25;1.269
P30Hetdex06;191.649;49.748;2018-08-04 07:18:37;0.951
P310+66;310.339;65.635;2019-09-03 03:56:02;0.974
P311+61;311.832;60.63;2019-10-14 01:13:23;1.055
P31Hetdex19;193.771;47.493;2018-08-07 03:27:17;0.988
P320+23;320.593;23.057;2018-09-13 06:58:58;1.096
P323+00;323.715;0.491;2019-04-29 01:49:33;0.889
P326+01;326.304;0.513;2019-03-10 02:32:25;1.007
P327+06;327.162;5.541;2019-03-10 09:18:28;0.896
P328+01;328.892;0.535;2019-07-04 11:11:31;1.045
P329+06;329.763;5.563;2019-06-03 09:56:02;0.916
P329+08;329.581;8.071;2020-06-07 08:11:08;0.872
P329+18;329.47;18.111;2018-09-26 19:53:08;0.938
P329+21;329.047;20.618;2019-09-19 20:48:08;0.89
P32Hetdex08;195.892;45.332;2018-08-31 16:28:45;0.991
P330+26;330.169;25.647;2019-09-02 07:15:16;0.91
P330+28;330.303;28.158;2019-09-03 16:27:07;1.029
P330+31;330.084;30.667;2020-02-09 00:26:33;0.986
P330+33;330.202;33.178;2019-08-14 23:37:36;0.856
P331+21;331.814;20.641;2019-02-07 07:01:49;0.792
P331+23;331.851;23.151;2019-07-19 19:25:02;1.007
P331+36;331.411;35.698;2020-01-29 00:31:58;0.903
P332+18;332.193;18.134;2020-01-29 11:33:05;0.966
P333+26;333.041;25.672;2019-02-11 18:25:30;0.763
P333+28;333.24;28.183;2019-09-15 05:40:15;1.106
P333+31;333.094;30.692;2019-07-19 00:26:28;0.906
P333+33;333.295;33.204;2019-08-24 18:28:24;0.969
P333+41;333.709;40.737;2020-02-04 02:18:45;1.049
P334+16;334.989;15.648;2018-09-30 14:46:33;1.065
P334+18;334.917;18.157;2018-09-26 17:28:28;1.018
P334+21;334.579;20.665;2019-09-20 08:11:38;0.969
P334+23;334.666;23.175;2019-07-31 16:55:10;0.984
P334+36;334.597;35.725;2019-05-19 05:49:10;0.93
P334+58;334.707;58.312;2019-10-12 18:05:06;1.302
P335+26;335.914;25.696;2018-09-12 17:45:41;0.984
P336+13;336.78;13.153;2020-10-04 06:37:14;0.855
P336+28;336.177;28.209;2019-12-03 23:47:18;1.003
P336+31;336.108;30.718;2019-07-21 13:29:59;0.979
P336+33;336.39;33.23;2019-07-19 20:07:39;1.037
P337+18;337.643;18.181;2019-09-14 20:24:44;0.914
P337+21;337.346;20.688;2019-11-23 20:06:57;1.215
P337+23;337.482;23.2;2019-08-01 10:31:40;0.949
P337+36;337.786;35.752;2020-02-03 05:48:01;0.886
P338+26;338.787;25.721;2018-09-12 01:38:30;0.997
P339+13;339.439;13.176;2019-08-14 08:47:29;1.12
P339+28;339.115;28.234;2019-06-19 14:10:19;0.99
P339+31;339.116;30.744;2019-12-09 04:46:43;0.978
P339+33;339.485;33.257;2018-09-08 03:44:13;0.925
P33Hetdex08;193.771;52.122;2018-07-27 03:19:08;0.913
P340+16;340.365;15.694;2019-11-01 08:50:33;0.869
P340+18;340.367;18.204;2019-09-24 13:27:29;0.97
P340+21;340.113;20.712;2019-11-07 06:38:47;0.991
P340+23;340.299;23.224;2019-03-26 21:20:48;0.86
P340+36;340.977;35.78;2019-04-15 19:53:43;0.845
P341+26;341.66;25.746;2018-09-11 03:05:14;0.995
P342+11;342.201;10.69;2020-12-24 01:11:30;0.929
P342+13;342.097;13.199;2020-10-16 22:16:25;0.932
P342+21;342.881;20.736;2019-09-15 07:09:33;1.122
P342+28;342.053;28.259;2018-09-09 17:04:14;1.119
P342+31;342.129;30.77;2019-02-19 10:08:16;0.911
P342+33;342.581;33.284;2019-07-23 04:19:28;1.01
P343+18;343.092;18.228;2020-01-27 08:01:57;1.024
P343+23;343.116;23.248;2019-07-30 01:50:37;1.058
P344+26;344.535;25.77;2019-04-01 06:22:23;1.387
P344+28;344.992;28.285;2018-09-10 07:39:35;1.09
P344+36;344.168;35.807;2020-01-23 01:41:54;0.794
P345+18;345.817;18.252;2020-02-13 21:38:04;1.012
P345+21;345.649;20.76;2019-03-15 06:00:47;0.912
P345+23;345.935;23.273;2019-07-13 13:23:47;0.978
P345+31;345.145;30.796;2019-05-16 17:19:32;0.987
P345+33;345.678;33.31;2018-09-07 14:41:05;1.118
P347+26;347.409;25.796;2019-05-05 04:10:57;1.133
P347+28;347.932;28.31;2019-03-25 22:09:12;1.023
P347+36;347.361;35.835;2019-10-09 00:17:38;0.945
P348+18;348.543;18.275;2019-10-02 19:49:11;1.177
P348+21;348.417;20.784;2020-02-10 04:36:17;1.256
P348+23;348.752;23.297;2019-09-22 13:31:09;0.981
P348+31;348.156;30.822;2018-09-13 09:36:02;0.963
P348+33;348.776;33.337;2019-08-30 12:01:43;0.997
P34Hetdex06;195.892;49.748;2018-07-20 23:23:21;0.923
P350+26;350.285;25.82;2019-07-11 20:13:51;1.09
P350+28;350.873;28.336;2019-07-11 20:32:11;0.943
P350+36;350.558;35.863;2020-02-12 20:18:44;0.928
P351+16;351.122;15.787;2018-09-10 13:40:15;1.151
P351+18;351.269;18.299;2019-12-04 22:16:30;1.009
P351+21;351.186;20.808;2019-11-15 19:54:23;1.017
P351+23;351.57;23.322;2019-08-01 09:29:58;1.118
P351+31;351.171;30.848;2019-07-16 02:43:37;0.94
P351+33;351.875;33.364;2019-07-14 13:16:38;0.888
P352+01;352.189;0.735;2019-09-20 05:34:54;1.625
P353+18;353.999;18.323;2020-02-04 16:39:49;0.908
P353+21;353.956;20.832;2019-06-17 22:28:29;1.455
P353+26;353.161;25.846;2019-07-04 03:27:29;1.064
P353+28;353.814;28.361;2019-07-16 04:09:54;1.108
P353+36;353.749;35.891;2019-10-15 20:15:41;0.976
P354+23;354.389;23.346;2019-03-25 05:18:16;1.017
P354+31;354.186;30.874;2019-07-04 10:46:08;0.939
P354+33;354.975;33.391;2019-08-14 17:42:27;0.992
P356+16;356.503;15.834;2019-01-17 14:58:20;1.235
P356+18;356.723;18.346;2019-11-24 00:22:51;0.953
P356+21;356.725;20.856;2019-12-04 20:21:43;1.004
P356+26;356.037;25.87;2019-03-31 10:04:53;1.043
P356+28;356.757;28.387;2019-03-24 05:09:31;1.067
P356+36;356.945;35.918;2019-06-25 10:33:30;1.031
P357+01;357.367;0.781;2019-09-28 22:42:15;0.902
P357+23;357.209;23.371;2019-07-20 01:43:55;0.873
P357+31;357.203;30.901;2019-07-02 04:02:31;0.955
P357+38;357.645;38.434;2019-10-31 09:52:15;1.131
P358+26;358.915;25.896;2019-07-14 20:36:17;1.017
P358+33;358.076;33.418;2018-09-05 14:20:22;1.098
P359+16;359.193;15.858;2018-09-10 12:39:24;1.042
P359+18;359.452;18.37;2020-02-08 23:42:27;0.922
P359+21;359.496;20.881;2019-09-19 09:10:43;1.02
P359+28;359.699;28.413;2019-07-13 07:18:41;0.852
P35Hetdex10;198.013;47.493;2018-07-23 09:12:11;1.031
P36Hetdex10;200.134;45.332;2018-08-23 07:14:26;1.079
P37Hetdex15;198.013;52.122;2018-08-02 09:47:42;0.992
P38Hetdex07;200.134;49.748;2018-08-08 00:32:59;1.038
P39Hetdex19;202.256;47.493;2018-08-02 15:24:23;0.925
P3Hetdex16;164.073;47.493;2018-07-26 03:46:40;1.07
P40Hetdex19;204.377;45.332;2018-08-23 20:33:56;0.924
P42Hetdex07;204.377;49.748;2018-07-26 09:44:50;0.947
P4Hetdex16;164.073;52.122;2018-07-26 17:53:12;1.058
P5Hetdex;166.195;45.332;2018-07-26 22:55:00;0.983
P5Hetdex41;202.256;52.122;2018-08-12 02:23:36;1.024
P6;166.195;49.748;2018-08-01 09:00:34;0.973
P7Hetdex11;168.316;47.493;2018-07-25 08:14:45;0.968
P8Hetdex;168.316;52.122;2018-07-19 18:22:43;0.905
P8Hetdex28;191.649;45.332;2018-08-26 23:25:18;0.942
P9Hetdex01;170.437;45.332;2018-09-04 10:35:16;0.862
P24Hetdex20;187.407;45.332;2018-08-27 21:19:52;1.010
